target_key,paper_uid,title,doi,arxiv_id,abstract,publication_date,authors,affiliations,source,affiliation_status,compliance_reason,matched_tokens,checked_affiliations,compliance_details,assessed_at,created_at,updated_at,dedup_key,title_fingerprint
student_c76763b1ab59252cb25a,doi:10.3389/fenvs.2025.1580085,A soil organic carbon mapping method based on transfer learning without the use of exogenous data,10.3389/fenvs.2025.1580085,,"Accurate and cost-effective mapping of soil organic carbon (SOC) is critical for understanding carbon dynamics and informing sustainable land management. Although deep learning-based methods have demonstrated strong potential in digital soil mapping, they typically require large amounts of data. However, the availability of site-level SOC observations is often limited, which poses a challenge for model performance. To address this, we propose a novel transfer learning approach based on a Convolutional Neural Network (CNN) model that does not rely on exogenous data. Specifically, when predicting SOC for a given soil layer, the model is first pre-trained on data from all layers and then fine-tuned using data from the target layer. This design enables more efficient use of limited site data. Experimental results show that the proposed transfer model consistently outperforms other machine learning models, including the Random Forest (RF), standard CNN, and Multi-Task CNN (MTCNN) models. The transfer model achieves a coefficient of determination (R 2 ) of 0.374 and a root mean square error (RMSE) of 2.937%, indicating superior performance. These findings highlight the effectiveness of the proposed approach for digital soil mapping under data-scarce conditions and underscore its potential as a robust tool for accurate SOC estimation.",2025-05-16 00:00:00+00,"[""Jing Wang"", ""Jingfeng Han"", ""Jinlong Zhu"", ""Mingsong Wu"", ""Qingliang Li"", ""Xiao Chen"", ""Xiaoning Li"", ""Yanlong Qi""]","[""Changchun Normal University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Changchun Normal University。,[],"[""Changchun Normal University""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Changchun Normal University。"", ""generated_at"": ""2026-04-02T14:00:40.125895"", ""matched_tokens"": [], ""checked_affiliations"": [""Changchun Normal University""]}",2026-04-02 14:00:40.127112+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.3389/fenvs.2025.1580085,8fd5d3607e36abf8418e
student_9df517acc81781ec9828,doi:10.1109/tmc.2024.3501280,"Towards Effective Transportation Mode-Aware Trajectory Recovery: Heterogeneity, Personalization and Efficiency",10.1109/tmc.2024.3501280,,"We focus on the transportation-aware trajectory recovery problem, which is distinct from the conventional vehicle-based trajectory recovery, facing three major challenges: heterogeneity, personalization and efficiency. For the heterogeneity, the velocity of the mobile object is intrinsically correlated with the specific transportation mode, containing inherent heterogeneity. For the personalization, the trajectory data is complicated by substantial variations in users, which are different in personalized behaviors. For the efficiency, previous works mostly employ sequence-to-sequence framework which limits their efficiency due to the auto-regressive inference pattern. To address these challenges, we design a novel efficient and effective multi-modal deep model, coined as PTrajRec, for transportation-aware trajectory recovery. Specifically, we initially embed location, behavior, and transportation mode modalities in distinct channels, which not only reflect spatio-temporal information encapsulated in location sequences but also introduce the heterogeneity and personalization characteristics associated with mode and behavior sequences. For further modeling these modalities, we employ the auto-correlation mechanism to learn periodic dependencies on the temporal dimension and the graph attention mechanism to learn road network dependencies on the spatial dimension. At last, we propose a dual-view constraint mechanism to assist the efficient trajectory recovery framework and design three auxiliary tasks to address the inherent heterogeneity and efficiency design. Extensive experimental results on two real-world datasets demonstrate the superiority of our proposed method compared to state-of-the-art baselines with reduced computation cost and excellent performance.",2024-11-18 00:00:00+00,"[""Chenxing Wang"", ""Fang Zhao"", ""Haichao Zhang"", ""Haiyong Luo"", ""Haoyu Xiong"", ""Yuchen Fang""]","[""Beijing University of Posts and Telecommunications"", ""Chinese Academy of Sciences"", ""Institute of Computing Technology""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Beijing University of Posts and Telecommunications；Chinese Academy of Sciences；Institute of Computing Technology。,[],"[""Beijing University of Posts and Telecommunications"", ""Chinese Academy of Sciences"", ""Institute of Computing Technology""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Beijing University of Posts and Telecommunications；Chinese Academy of Sciences；Institute of Computing Technology。"", ""generated_at"": ""2026-04-02T14:00:40.154150"", ""matched_tokens"": [], ""checked_affiliations"": [""Beijing University of Posts and Telecommunications"", ""Chinese Academy of Sciences"", ""Institute of Computing Technology""]}",2026-04-02 14:00:40.15553+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1109/tmc.2024.3501280,a9073cc21d5ba665af15
student_c32e143c2e5864eb1664,doi:10.1145/3742413.3789090,Embodied Digital Therapists with LLM Personalization for Aphasia Rehabilitation: Characterizing Human-AI Collaboration Boundaries,10.1145/3742413.3789090,,"Aphasia following stroke affects millions globally, yet rehabilitation remains severely limited by speech therapist shortages. Existing digital systems rely on static video demonstrations, single-modality assessment, and rule-based feedback, failing to address authentic clinical needs. Through formative investigation with five therapists, three patients, and their caregivers, we identified concrete clinical challenges: therapists spending 30-40% of time on repetitive demonstrations, existing tools providing only speech scores without articulatory evaluation, and patients struggling with complex interfaces and monotonous content. To address these challenges, we developed an integrated rehabilitation system combining an embodied digital therapist for Action Observation Therapy, tri-dimensional assessment coordinating speech quality, lip movement accuracy, and semantic understanding, and large language model-driven personalization for content generation and adaptive training. We conducted a proof-of-concept evaluation across two in-situ hospital training sessions with six patients, six caregivers, and three therapists. Results demonstrated substantial efficiency gains, with therapists spending 69-78% less time per patient. Patient acceptance improved 42.6% across sessions, and low digital literacy patients showed steepest gains (+69.0%). However, human intervention remained necessary for 24-30% of session time to provide emotional support. These findings empirically characterize human-AI collaboration boundaries in clinical rehabilitation, revealing both automation’s potential to enhance efficiency and bridge digital divides, and the persistent necessity of human therapeutic presence—providing evidence for responsible deployment of AI-assisted healthcare systems.",2026-03-03 00:00:00+00,"[""Aiguo Song"", ""Jin Liu"", ""Lifeng Zhu"", ""Mei Yu"", ""Wenli Chen"", ""Zhaoyi Liu""]","[""Southeast University"", ""Zhongda Hospital Southeast University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Southeast University；Zhongda Hospital Southeast University。,[],"[""Southeast University"", ""Zhongda Hospital Southeast University""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Southeast University；Zhongda Hospital Southeast University。"", ""generated_at"": ""2026-04-02T14:00:40.160196"", ""matched_tokens"": [], ""checked_affiliations"": [""Southeast University"", ""Zhongda Hospital Southeast University""]}",2026-04-02 14:00:40.162371+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1145/3742413.3789090,2843af7a3e2f8afa5ee0
student_b866c86bbc24bb3f6f8a,doi:10.48550/arxiv.2505.24688,Soft Reasoning: Navigating Solution Spaces in Large Language Models through Controlled Embedding Exploration,10.48550/arxiv.2505.24688,,"Large Language Models (LLMs) struggle with complex reasoning due to limited diversity and inefficient search. We propose Soft Reasoning, an embedding-based search framework that optimises the embedding of the first token to guide generation. It combines (1) embedding perturbation for controlled exploration and (2) Bayesian optimisation to refine embeddings via a verifier-guided objective, balancing exploration and exploitation. This approach improves reasoning accuracy and coherence while avoiding reliance on heuristic search. Experiments demonstrate superior correctness with minimal computation, making it a scalable, model-agnostic solution. The code is released at https://github.com/alickzhu/Soft-Reasoning.",2025-05-30 00:00:00+00,"[""Hanqi Yan"", ""Lin Gui"", ""Qinglin Zhu"", ""Runcong Zhao"", ""Yudong Chen"", ""Yulan He""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-04-02T14:00:40.177403"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-04-02 14:00:40.179323+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.48550/arxiv.2505.24688,b9d1de7c8f0c33b43f55
student_e17b33e82ba9fad77714,doi:10.1109/cvpr52733.2024.02331,Language-Driven Anchors for Zero-Shot Adversarial Robustness,10.1109/cvpr52733.2024.02331,,"Deep Neural Networks (DNNs) are known to be susceptible to adversarial attacks. Previous researches mainly fo-cus on improving adversarial robustness in the fully super-vised setting, leaving the challenging domain of zero-shot adversarial robustness an open question. In this work, we investigate this domain by leveraging the recent advances in large vision-language models, such as CLIP, to introduce zero-shot adversarial robustness to DNNs. We pro-pose LAAT, a Language-driven, Anchor-based Adversarial Training strategy. LAAT utilizes the features of a text en-coder for each category as fixed anchors (normalized feature embeddings) for each category, which are then employed for adversarial training. By leveraging the semantic consistency of the text encoders, LAAT aims to enhance the adversarial robustness of the image model on novel cate-gories. However, naively using text encoders leads to poor results. Through analysis, we identified the issue to be the high cosine similarity between text encoders. We then design an expansion algorithm and an alignment cross-entropy loss to alleviate the problem. Our experimental results demonstrated that LAAT significantly improves zero-shot adversarial robustness over state-of-the-art methods. LAAT has the potential to enhance adversarial robustness by large-scale multimodal models, especially when labeled data is unavailable during training. Code is available at https://github.com/LixiaoTHU/LAAT.",2024-06-16 00:00:00+00,"[""Bo Zhang"", ""Wei Zhang"", ""Xiao Li"", ""Xiaolin Hu"", ""Yining Liu"", ""Zhanhao Hu""]","[""Chinese Institute for Brain Research"", ""Harbin Institute of Technology"", ""Tsinghua University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Chinese Institute for Brain Research；Harbin Institute of Technology；Tsinghua University。,[],"[""Chinese Institute for Brain Research"", ""Harbin Institute of Technology"", ""Tsinghua University""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Chinese Institute for Brain Research；Harbin Institute of Technology；Tsinghua University。"", ""generated_at"": ""2026-04-02T14:00:40.185037"", ""matched_tokens"": [], ""checked_affiliations"": [""Chinese Institute for Brain Research"", ""Harbin Institute of Technology"", ""Tsinghua University""]}",2026-04-02 14:00:40.189332+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1109/cvpr52733.2024.02331,60fe6b26ec175a9dbd80
student_dee099d3775a40c64df0,doi:10.1093/bioadv/vbae203,Multitask knowledge-primed neural network for predicting missing metadata and host phenotype based on human microbiome,10.1093/bioadv/vbae203,,https://github.com/mgtools/MicroKPNN-MT.,2024-12-11 00:00:00+00,"[""Mahsa Monshizadeh"", ""Yuhui Hong"", ""Yuzhen Ye""]","[""Indiana University"", ""Indiana University Bloomington""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Indiana University；Indiana University Bloomington。,[],"[""Indiana University"", ""Indiana University Bloomington""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Indiana University；Indiana University Bloomington。"", ""generated_at"": ""2026-04-02T14:00:40.091271"", ""matched_tokens"": [], ""checked_affiliations"": [""Indiana University"", ""Indiana University Bloomington""]}",2026-04-02 14:00:40.095581+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1093/bioadv/vbae203,d27cc318eaf12435a496
student_b31e59a7ff5ef8f2bedc,doi:10.1364/oe.550247,MG-UNet: multi-scale convolutional gate-based network for background-removal imaging in fluorescence microscopy,10.1364/oe.550247,,"Fluorescence microscopy is indispensable in biological and medical research for its ability to provide detailed visualization of tissue and cellular structures. However, wide-field fluorescence microscopy often suffers from out-of-focus blur and background emission, degrading image clarity and axial resolution. To address this limitation, we propose multiscale convolutional gated UNet (MG-UNet), a novel deep neural network designed to enhance wide-field fluorescence images by learning the high contrast and sharpness features of confocal microscopy. MG-UNet employs multi-scale convolutional gate modules that use a combination of convolutional filters at different scales for coordinate encoding, improving computational efficiency while preserving spatial information. The model is tailored for two-dimensional image restoration and extends to lightweight three-dimensional applications by integrating spatial-channel transformation operators. Rigorous validations on both simulated and experimental data demonstrate that MG-UNet outperforms state-of-the-art models in both 2D and 3D fluorescence microscopy tasks, achieving superior image quality with lower computational costs compared to standard UNet, underscoring its potential for advanced biological imaging.",2025-03-10 00:00:00+00,"[""Lishuang Ma"", ""Meiqi Li"", ""Mingjian Sun"", ""Peng Xi"", ""Yiwei Hou""]","[""Harbin Institute of Technology"", ""Peking University"", ""Suzhou Research Institute""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Harbin Institute of Technology；Peking University；Suzhou Research Institute。,[],"[""Harbin Institute of Technology"", ""Peking University"", ""Suzhou Research Institute""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Harbin Institute of Technology；Peking University；Suzhou Research Institute。"", ""generated_at"": ""2026-04-02T14:00:40.290133"", ""matched_tokens"": [], ""checked_affiliations"": [""Harbin Institute of Technology"", ""Peking University"", ""Suzhou Research Institute""]}",2026-04-02 14:00:40.291734+00,2026-04-02 14:00:40.274981+00,2026-04-02 14:00:40.274981+00,doi:10.1364/oe.550247,ed28c008fbe24f372ea8
student_b31e59a7ff5ef8f2bedc,doi:10.1016/j.optlastec.2025.113937,Chirality recognition of amino acid by combining machine learning method and sliding window technique,10.1016/j.optlastec.2025.113937,,"Chiral molecule recognition is crucial in life sciences, pharmaceuticals, disease diagnostics, and environmental protection. Infrared spectrum is a powerful tool for identifying different molecules, which can be used to detect the characteristic transmission peaks associated with molecule’s functional groups. However, the complexity of infrared spectrum limits the chirality recognition of amino acid through the traditional analytical techniques. In this work, we propose a method to distinguish three pairs of L– and D–amino acids based on their infrared spectrum by combining machine learning method and sliding window. Three machine learning (ML) algorithms: error-correcting output codes-support vector machine (ECOC-SVM), principal component analysis-random forest (PCA-RF), and partial least squares-discrimination analysis (PLS-DA) are used to recognize three pairs of chiral amino acids including alanine (Ala), cysteine (Cys), and glutamine (Gln), respectively. Results revealed that the sensitivity of chiral recognition varies significantly with spectral region, window size, and step length. Experimental findings highlight the precise chiral recognition of amino acids by ML-assisted infrared spectrum, advancing its applications in analytical chemistry, biomedicine, and pharmaceutical sciences.",2025-09-25 00:00:00+00,"[""Ayesha Anwar"", ""Jinchang Li"", ""Jun Yang"", ""Limei Qi"", ""S. Guo"", ""Tao Luo"", ""Wei Jiang"", ""Yingying Du""]","[""Aerospace Information Research Institute"", ""Beijing University of Posts and Telecommunications"", ""Chinese Academy of Sciences""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Aerospace Information Research Institute；Beijing University of Posts and Telecommunications；Chinese Academy of Sciences。,[],"[""Aerospace Information Research Institute"", ""Beijing University of Posts and Telecommunications"", ""Chinese Academy of Sciences""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Aerospace Information Research Institute；Beijing University of Posts and Telecommunications；Chinese Academy of Sciences。"", ""generated_at"": ""2026-04-02T14:00:40.290136"", ""matched_tokens"": [], ""checked_affiliations"": [""Aerospace Information Research Institute"", ""Beijing University of Posts and Telecommunications"", ""Chinese Academy of Sciences""]}",2026-04-02 14:00:40.292493+00,2026-04-02 14:00:40.274981+00,2026-04-02 14:00:40.274981+00,doi:10.1016/j.optlastec.2025.113937,5a74989bc61f57ea12c7
student_ab0468274c9f0e6acb17,doi:10.1007/978-981-95-3456-2_31,An Adaptive Federated Framework for Trustworthy Multimodal Cyberbullying Detection,10.1007/978-981-95-3456-2_31,,,2025-10-16 00:00:00+00,"[""Anuroop Gaddam"", ""Asef Nazari"", ""Weiqi Zhang"", ""Youyang Qu""]","[""Computing Center"", ""Deakin University"", ""Qilu University of Technology"", ""Shandong Academy of Sciences""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Computing Center；Deakin University；Qilu University of Technology；...。,[],"[""Computing Center"", ""Deakin University"", ""Qilu University of Technology"", ""Shandong Academy of Sciences""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Computing Center；Deakin University；Qilu University of Technology；...。"", ""generated_at"": ""2026-04-02T14:00:40.293920"", ""matched_tokens"": [], ""checked_affiliations"": [""Computing Center"", ""Deakin University"", ""Qilu University of Technology"", ""Shandong Academy of Sciences""]}",2026-04-02 14:00:40.299975+00,2026-04-02 14:00:40.274981+00,2026-04-02 14:00:40.274981+00,doi:10.1007/978-981-95-3456-2_31,9ce2ec264c954fa0f05d
student_ab0468274c9f0e6acb17,doi:10.48550/arxiv.2501.09316,SOP-Agent: Empower General Purpose AI Agent with Domain-Specific SOPs,10.48550/arxiv.2501.09316,,"Despite significant advancements in general-purpose AI agents, several challenges still hinder their practical application in real-world scenarios. First, the limited planning capabilities of Large Language Models (LLM) restrict AI agents from effectively solving complex tasks that require long-horizon planning. Second, general-purpose AI agents struggle to efficiently utilize domain-specific knowledge and human expertise. In this paper, we introduce the Standard Operational Procedure-guided Agent (SOP-agent), a novel framework for constructing domain-specific agents through pseudocode-style Standard Operational Procedures (SOPs) written in natural language. Formally, we represent a SOP as a decision graph, which is traversed to guide the agent in completing tasks specified by the SOP. We conduct extensive experiments across tasks in multiple domains, including decision-making, search and reasoning, code generation, data cleaning, and grounded customer service. The SOP-agent demonstrates excellent versatility, achieving performance superior to general-purpose agent frameworks and comparable to domain-specific agent systems. Additionally, we introduce the Grounded Customer Service Benchmark, the first benchmark designed to evaluate the grounded decision-making capabilities of AI agents in customer service scenarios based on SOPs.",2025-01-16 00:00:00+00,"[""Anbang Ye"", ""Fujiao Liu"", ""Huan Bao"", ""Jia Chen"", ""Man Li"", ""Min Lu"", ""Qing Ma"", ""Siqi Mai"", ""Tong Li"", ""Yang You""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-04-02T14:00:40.293948"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-04-02 14:00:40.308658+00,2026-04-02 14:00:40.274981+00,2026-04-02 14:00:40.274981+00,doi:10.48550/arxiv.2501.09316,e27cbdfde80ac3cc8d15
student_63e7bddfdea5aebcc018,doi:10.1109/iros60139.2025.11246982,DB-MPO: Demonstration Boosted Reactive Grasping For Two-Finger Gripper,10.1109/iros60139.2025.11246982,,"Prior knowledge vastly exists in the automation industry, especially for tasks like pick-and-place, where simple programmatic demonstrations with online generation ability can be acquired easily. How to learn a policy faster with higher flexibility and generalization ability based on these demonstrations is a question to be answered. End-to-end target learning and imitation learning are widely discussed in previous works. Here, we focus on the online generation ability of the demonstration and propose a demo injection method based on actor-critic off-policy reinforcement learning (RL) for the interaction and policy optimization phase. We conduct experiments and an ablation study based on four research questions around a two-finger reactive grasping task with a Panda robot. The result shows our proposed injection method increases the training stability, strongly reduces the time to convergence and benefits sim-2-real transfer with smooth motion.",2025-10-19 00:00:00+00,"[""Andreas Zell"", ""Boya Zhang"", ""Georg Martius""]","[""TH Bingen University of Applied Sciences""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：TH Bingen University of Applied Sciences。,[],"[""TH Bingen University of Applied Sciences""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：TH Bingen University of Applied Sciences。"", ""generated_at"": ""2026-04-02T14:00:40.321250"", ""matched_tokens"": [], ""checked_affiliations"": [""TH Bingen University of Applied Sciences""]}",2026-04-02 14:00:40.322675+00,2026-04-02 14:00:40.274981+00,2026-04-02 14:00:40.274981+00,doi:10.1109/iros60139.2025.11246982,12f8de30c864ee4f2dab
student_c70d5dbc2526a2081b23,doi:10.1016/j.ins.2025.122061,Fixed-time control of multi-motor nonlinear systems via adaptive neural network dual sliding mode,10.1016/j.ins.2025.122061,,,2025-03-05 00:00:00+00,"[""Meng Li"", ""Wuxing Jing"", ""Yong Chen"", ""Zhangyong Chen""]","[""University of Electronic Science and Technology of China""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：University of Electronic Science and Technology of China。,[],"[""University of Electronic Science and Technology of China""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：University of Electronic Science and Technology of China。"", ""generated_at"": ""2026-04-02T14:00:40.104294"", ""matched_tokens"": [], ""checked_affiliations"": [""University of Electronic Science and Technology of China""]}",2026-04-02 14:00:40.105836+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.1016/j.ins.2025.122061,3cce405a437025c2a49b
student_c76763b1ab59252cb25a,doi:10.3390/w16233481,Integrating Convolutional Attention and Encoder–Decoder Long Short-Term Memory for Enhanced Soil Moisture Prediction,10.3390/w16233481,,"Soil moisture is recognized as a crucial variable in land–atmosphere interactions. This study introduces the Convolutional Attention Encoder–Decoder Long Short-Term Memory (CAEDLSTM) model to address the uncertainties and limitations inherent in traditional soil moisture prediction methods, especially in capturing complex temporal dynamics across diverse environmental conditions. Unlike existing approaches, this model integrates convolutional layers, an encoder–decoder framework, and multi-head attention mechanisms for the first time in soil moisture prediction. The convolutional layers capture local spatial features, while the encoder–decoder architecture effectively manages temporal dependencies. Additionally, the multi-head attention mechanism enhances the model’s ability to simultaneously focus on multiple key influencing factors, ensuring a comprehensive understanding of complex environmental variables. This synergistic combination significantly improves predictive performance, particularly in challenging climatic conditions. The model was validated using the LandBench1.0 dataset, which includes multiple high-resolution datasets, such as ERA5-land, ERA5 atmospheric variables, and SoilGrids, covering various climatic regions, including high latitudes, temperate zones, and tropical areas. The superior performance of the CAEDLSTM model is evidenced by comparisons with advanced models such as AEDLSTM, CNNLSTM, EDLSTM, and AttLSTM. Relative to the traditional LSTM model, CAEDLSTM achieved an average increase of 5.01% in R2, a 12.89% reduction in RMSE, a 16.67% decrease in bias, and a 4.35% increase in KGE. Moreover, it effectively addresses the limitations of traditional deep learning methods in challenging climates, including tropical Africa, the Tibetan Plateau, and Southeast Asia, resulting in significant enhancements in predictive accuracy within these regions, with R2 values improving by as much as 20%. These results underscore the capabilities of CAEDLSTM in capturing complex soil moisture dynamics, demonstrating its considerable potential for applications in agriculture and water resource monitoring across diverse climates.",2024-12-03 00:00:00+00,"[""Hong Jian"", ""Jing Wang"", ""Jingfeng Han"", ""Jinlong Zhu"", ""Qingliang Li"", ""Xiao Chen"", ""Xiaoning Li"", ""Yuguang Yan""]","[""Changchun Normal University""]",openalex,non_compliant,不合规：未命中白名单机构。已检查机构：Changchun Normal University。,[],"[""Changchun Normal University""]","{""status"": ""non_compliant"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""不合规：未命中白名单机构。已检查机构：Changchun Normal University。"", ""generated_at"": ""2026-04-02T14:00:40.125899"", ""matched_tokens"": [], ""checked_affiliations"": [""Changchun Normal University""]}",2026-04-02 14:00:40.128043+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.3390/w16233481,db156bd57ecfa08cec91
student_ab1b2d1560f306ca2803,doi:10.48550/arxiv.2405.03688,"Large Language Models Reveal Information Operation Goals, Tactics, and Narrative Frames",10.48550/arxiv.2405.03688,,"Adversarial information operations can destabilize societies by undermining fair elections, manipulating public opinions on policies, and promoting scams. Despite their widespread occurrence and potential impacts, our understanding of influence campaigns is limited by manual analysis of messages and subjective interpretation of their observable behavior. In this paper, we explore whether these limitations can be mitigated with large language models (LLMs), using GPT-3.5 as a case-study for coordinated campaign annotation. We first use GPT-3.5 to scrutinize 126 identified information operations spanning over a decade. We utilize a number of metrics to quantify the close (if imperfect) agreement between LLM and ground truth descriptions. We next extract coordinated campaigns from two large multilingual datasets from X (formerly Twitter) that respectively discuss the 2022 French election and 2023 Balikaran Philippine-U.S. military exercise in 2023. For each coordinated campaign, we use GPT-3.5 to analyze posts related to a specific concern and extract goals, tactics, and narrative frames, both before and after critical events (such as the date of an election). While the GPT-3.5 sometimes disagrees with subjective interpretation, its ability to summarize and interpret demonstrates LLMs' potential to extract higher-order indicators from text to provide a more complete picture of the information campaigns compared to previous methods.",2024-05-06 00:00:00+00,"[""Kai Chen"", ""Keith Burghardt"", ""Kristina Lerman""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-04-02T14:00:40.192423"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-04-02 14:00:40.196255+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.48550/arxiv.2405.03688,ef189e371530a3e3580a
student_e17b33e82ba9fad77714,doi:10.48550/arxiv.2503.21227,LLaVA-CMoE: Towards Continual Mixture of Experts for Large Vision-Language Models,10.48550/arxiv.2503.21227,,"Mixture of Experts (MoE) architectures have recently advanced the scalability and adaptability of large language models (LLMs) for continual multimodal learning. However, efficiently extending these models to accommodate sequential tasks remains challenging. As new tasks arrive, naive model expansion leads to rapid parameter growth, while modifying shared routing components often causes catastrophic forgetting, undermining previously learned knowledge. To address these issues, we propose LLaVA-CMoE, a continual learning framework for LLMs that requires no replay data of previous tasks and ensures both parameter efficiency and robust knowledge retention. Our approach introduces a Probe-Guided Knowledge Extension mechanism, which uses probe experts to dynamically determine when and where new experts should be added, enabling adaptive and minimal parameter expansion tailored to task complexity. Furthermore, we present a Probabilistic Task Locator that assigns each task a dedicated, lightweight router. To handle the practical issue that task labels are unknown during inference, we leverage a VAE-based reconstruction strategy to identify the most suitable router by matching input distributions, allowing automatic and accurate expert allocation. This design mitigates routing conflicts and catastrophic forgetting, enabling robust continual learning without explicit task labels. Extensive experiments on the CoIN benchmark, covering eight diverse VQA tasks, demonstrate that LLaVA-CMoE delivers strong continual learning performance with a compact model size, significantly reducing forgetting and parameter overhead compared to prior methods. These results showcase the effectiveness and scalability of our approach for parameter-efficient continual learning in large language models. Our code will be open-sourced soon.",2025-03-27 00:00:00+00,"[""Hengyuan Zhao"", ""Kaiyou Song"", ""Qingpei Guo"", ""Qixin Sun"", ""Si Liu"", ""Xiaolin Hu"", ""Yilin Li"", ""Ziqin Wang""]",[],openalex,unknown,待核验：论文缺少可识别机构信息。,[],[],"{""status"": ""unknown"", ""rule_id"": ""affiliation_whitelist"", ""explanation"": ""待核验：论文缺少可识别机构信息。"", ""generated_at"": ""2026-04-02T14:00:40.185028"", ""matched_tokens"": [], ""checked_affiliations"": []}",2026-04-02 14:00:40.186628+00,2026-04-02 14:00:40.0784+00,2026-04-02 14:00:40.0784+00,doi:10.48550/arxiv.2503.21227,59d3b6e5dafecac38af5
